time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2017-09-29T05:13:18Z,161,0,0,0,0,0,13950260,1467,10804371,0,0,0,0,0,0,14751,0,0,0,0,0,0,0,428,10,0,201,1,7,4500,0,0,0,0,0, ,0,0,0,0,0,0,14742,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,109,143425504,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,12729,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:14:18Z,161,0,0,0,0,0,14350332,1467,11204443,0,0,0,0,0,0,15132,0,0,0,0,0,0,0,444,10,0,205,1,7,4909,0,0,0,0,0, ,0,0,0,0,0,0,15122,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,83,145688344,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,13504,0,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:15:18Z,161,0,0,0,0,0,14362116,1467,11216227,0,0,0,0,0,0,13127,0,0,0,0,0,0,0,446,11,0,194,1,7,4661,0,0,0,0,0, ,0,0,0,0,0,0,13074,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,157,59,87,103520064,-1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,700,0,28,0,1400,0,0,0,0,0,0,0,0,0,0,11823,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:16:18Z,161,0,0,0,0,0,14408124,1467,11262235,0,0,0,0,0,0,16042,0,0,0,0,0,0,0,450,11,0,189,1,7,7668,0,0,0,0,0, ,0,0,0,0,0,0,16026,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,86,125846336,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,15325,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:17:18Z,161,0,0,0,0,0,14513972,1467,11368083,0,0,0,0,0,0,16678,0,0,0,0,0,0,0,458,12,0,185,1,7,7638,0,0,0,0,0, ,0,0,0,0,0,0,16663,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,102,139134008,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,15895,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:18:18Z,161,0,0,0,0,0,14650052,1467,11504163,0,0,0,0,0,0,15273,0,0,0,0,0,0,0,464,12,0,184,1,7,6139,0,0,0,0,0, ,0,0,0,0,0,0,15269,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,105,163806832,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,14528,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:19:18Z,161,0,0,0,0,0,14791604,1467,11645715,0,0,0,0,0,0,14665,0,0,0,0,0,0,0,468,12,0,181,1,7,5966,0,0,0,0,0, ,0,0,0,0,0,0,14655,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,109,165857632,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,13871,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:20:18Z,161,0,0,0,0,0,14912764,1467,11766875,0,0,0,0,0,0,15578,0,0,0,0,0,0,0,479,12,0,177,1,7,6761,0,0,0,0,0, ,0,0,0,0,0,0,15564,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,79,117,135778688,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,14667,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:21:18Z,161,0,0,0,0,0,14820036,1467,11674147,0,0,0,0,0,0,17056,0,0,0,0,0,0,0,478,11,0,165,1,7,8743,0,0,0,0,0, ,0,0,0,0,0,0,17019,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,121,168783576,-1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,700,0,28,0,1400,0,0,0,0,0,0,0,0,0,0,16174,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:22:18Z,161,0,0,0,0,0,14902500,1467,11756611,0,0,0,0,0,0,25271,0,0,0,0,0,0,0,483,11,0,159,1,7,15329,0,0,0,0,0, ,0,0,0,0,0,0,25251,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,156,172861904,-1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,24239,0,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:23:18Z,161,0,0,0,0,0,15069924,1467,11924035,0,0,0,0,0,0,23089,0,0,0,0,0,0,0,489,11,0,158,1,7,13248,0,0,0,0,0, ,0,0,0,0,0,0,23085,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,77,122,146367904,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,22211,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:24:18Z,161,0,0,0,0,0,15280668,1467,12134779,0,0,0,0,0,0,23094,0,0,0,0,0,0,0,497,11,0,157,1,7,12619,0,0,0,0,0, ,0,0,0,0,0,0,23091,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,111,168484104,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,22191,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:25:18Z,161,0,0,0,0,0,15320428,1467,12174539,0,0,0,0,0,0,22250,0,0,0,0,0,0,0,498,11,0,151,1,7,13160,0,0,0,0,0, ,0,0,0,0,0,0,22230,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,105,184323432,-1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,21366,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:26:18Z,161,0,0,0,0,0,15240524,1467,12094635,0,0,0,0,0,0,21802,0,0,0,0,0,0,0,500,11,0,142,1,7,13406,0,0,0,0,0, ,0,0,0,0,0,0,21766,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,115,187017488,-1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,20937,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:27:18Z,161,0,0,0,0,0,15340708,1467,12194819,0,0,0,0,0,0,17662,0,0,0,0,0,0,0,505,11,0,137,1,7,8307,0,0,0,0,0, ,0,0,0,0,0,0,17646,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,127,194151864,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,16778,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:28:18Z,161,0,0,0,0,0,15483716,1467,12337827,0,0,0,0,0,0,17912,0,0,0,0,0,0,0,514,11,0,133,1,7,8122,0,0,0,0,0, ,0,0,0,0,0,0,17900,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,81,124,167863616,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,16909,0,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:29:18Z,161,0,0,0,0,0,15729804,1467,12583915,0,0,0,0,0,0,16491,0,0,0,0,0,0,0,525,11,0,133,1,7,6393,0,0,0,0,0, ,0,0,0,0,0,0,16490,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,132,185537528,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,15579,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:30:18Z,161,0,0,0,0,0,15832700,1467,12686811,0,0,0,0,0,0,13938,0,0,0,0,0,0,0,528,11,0,130,1,7,4897,0,0,0,0,0, ,0,0,0,0,0,0,13924,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,144,188224760,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,13128,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:31:18Z,161,0,0,0,0,0,15749276,1467,12603387,0,0,0,0,0,0,11289,0,0,0,0,0,0,0,526,11,0,119,1,7,4945,0,0,0,0,0, ,0,0,0,0,0,0,11250,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,120,213298680,-1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,650,0,26,0,1300,0,0,0,0,0,0,0,0,0,0,10536,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:32:18Z,161,0,0,0,0,0,15801948,1467,12656059,0,0,0,0,0,0,10158,0,0,0,0,0,0,0,529,11,0,115,1,7,3236,0,0,0,0,0, ,0,0,0,0,0,0,10143,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,125,222876808,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,9452,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:33:18Z,161,0,0,0,0,0,15833428,1467,12687539,0,0,0,0,0,0,12228,0,0,0,0,0,0,0,530,11,0,110,1,7,4623,0,0,0,0,0, ,0,0,0,0,0,0,12212,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,139,231885000,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,11536,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:34:18Z,161,0,0,0,0,0,15979180,1467,12833291,0,0,0,0,0,0,9958,0,0,0,0,0,0,0,537,11,0,108,1,7,2576,0,0,0,0,0, ,0,0,0,0,0,0,9950,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106,82,125,207618272,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,9193,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:35:18Z,161,0,0,0,0,0,16094076,1467,12948187,0,0,0,0,0,0,11047,0,0,0,0,0,0,0,541,10,0,104,1,7,3693,0,0,0,0,0, ,0,0,0,0,0,0,11039,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,116,214981640,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,10261,0,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:36:18Z,161,0,0,0,0,0,16109796,1467,12963907,0,0,0,0,0,0,12125,0,0,0,0,0,0,0,543,10,0,97,1,7,4232,0,0,0,0,0, ,0,0,0,0,0,0,12100,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,113,235336312,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,450,0,18,0,900,0,0,0,0,0,0,0,0,0,0,11288,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:37:18Z,161,0,0,0,0,0,16161380,1467,13015491,0,0,0,0,0,0,13259,0,0,0,0,0,0,0,542,11,0,91,1,6,4794,0,0,0,0,0, ,0,0,0,0,0,0,13238,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,86,136,206860416,-1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,12423,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:38:18Z,161,0,0,0,0,0,16203532,1467,13057643,0,0,0,0,0,0,12273,0,0,0,0,0,0,0,543,11,0,86,1,6,3884,0,0,0,0,0, ,0,0,0,0,0,0,12254,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,147,212995904,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,11476,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:39:18Z,161,0,0,0,0,0,16331668,1467,13185779,0,0,0,0,0,0,12718,0,0,0,0,0,0,0,550,12,0,82,1,6,4513,0,0,0,0,0, ,0,0,0,0,0,0,12706,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,108,234239472,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,11860,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:40:18Z,161,0,0,0,0,0,16474724,1467,13328835,0,0,0,0,0,0,14325,0,0,0,0,0,0,0,554,12,0,80,1,6,5540,0,0,0,0,0, ,0,0,0,0,0,0,14318,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,97,255348864,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,13483,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:41:18Z,161,0,0,0,0,0,16493836,1467,13347947,0,0,0,0,0,0,13798,0,0,0,0,0,0,0,554,12,0,73,1,6,4944,0,0,0,0,0, ,0,0,0,0,0,0,13774,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,121,256600568,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,450,0,18,0,900,0,0,0,0,0,0,0,0,0,0,12928,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:42:18Z,161,0,0,0,0,0,16586500,1467,13440611,0,0,0,0,0,0,12376,0,0,0,0,0,0,0,552,12,0,68,1,6,3854,0,0,0,0,0, ,0,0,0,0,0,0,12358,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155,62,102,232233352,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,11531,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
